date,asin,ads_date_ref,tsales_date_ref,impressions,clicks,ad_spend,units_sold,ad_sales,shippedunits,shippedrevenueamount,Item Name,Collection,Category,Size,Inch,Ad Type,orderedunits,orderedrevenueamount
2024-10-06,B09KSXP3HN,2024-10-06,2024-10-06,0,0,0,0,0,0,0,"NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,SP,4,700
2024-09-28,B0BRCYJ4SR,2024-09-28,2024-09-28,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', Twin-XL",Anula,Mattress,Twin XL,6 Inch,SP,5,540
2024-10-06,B0CY5QQ49F,2024-10-06,2024-10-06,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top King Mattress,Isabella Pillow Top,Mattress,King,14 Inch,SP,3,"1,395"
2024-09-28,B0CR4BG4ZW,2024-09-28,2024-09-28,0,0,0,0,0,0,0,"NapQueen Elite Series Machka Queen Mattress, 10 Inch Cooling Gel Memory Foam Mattress Queen, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Queen,10 Inch,SP,2,636
2024-10-08,B0C9JLKFPZ,2024-10-08,2024-10-08,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Queen",Anula,Mattress,Queen,8 Inch,SP,2,346
2024-10-09,B0C9JLKFPZ,2024-10-09,2024-10-09,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Queen",Anula,Mattress,Queen,8 Inch,SP,11,"1,878"
2024-09-29,B0BNKZ6N9L,2024-09-29,2024-09-29,0,0,0,0,0,0,0,"NapQueen 3'' 5-Zone Mattress Topper, Twin",5-Zone gel,Mattress Topper,Twin,3 Inch,SP,1,48
2024-09-26,B09X1HV1NL,2024-09-26,2024-09-26,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,-1,-117
2024-10-06,B09KTFXX6L,2024-10-06,2024-10-06,0,0,0,0,0,0,0,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,SP,1,165
2024-10-05,B0CY5QQ49F,2024-10-05,2024-10-05,0,0,0,0,0,0,0,NapQueen 14'' Isabella Hybrid Pillow Top King Mattress,Isabella Pillow Top,Mattress,King,14 Inch,SP,1,465
2024-10-02,B09KTFXX6L,2024-10-02,2024-10-02,0,0,0,0,0,0,0,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,SP,1,165
2024-10-05,B0BNL53HF3,2024-10-05,2024-10-05,0,0,0,0,0,0,0,"NapQueen 1.5'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,1.5 Inch,SP,1,65
2024-10-02,B09X1HV1NL,2024-10-02,2024-10-02,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,1,164
2024-09-27,B09X1HV1NL,2024-09-27,2024-09-27,0,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,1,164
2024-10-06,B0B31VFJ6Q,2024-10-06,2024-10-06,0,0,0,0,0,0,0,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,SP,1,188
2024-09-30,B0BRCYV77T,2024-09-30,2024-09-30,0,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,SP,0,0
2024-10-08,B0BRDCBGFD,2024-10-08,2024-10-08,63,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Twin, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Twin,10 Inch,SP,13,"1,780"
2024-10-09,B0BGDWGRQB,2024-10-09,2024-10-09,33,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Twin, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Twin,8 Inch,SP,5,705
2024-10-08,B09KTJRHC7,2024-10-08,2024-10-08,292,0,0,0,0,0,0,"NapQueen Elsa 6"" Innerspring Mattress, Full",Innerspring,Mattress,Full,6 Inch,SP,9,"1,247"
2024-10-06,B0BRCXP7VN,2024-10-06,2024-10-06,23,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Full",Anula,Mattress,Full,8 Inch,SP,3,463
2024-10-08,B09MR4Z3H8,2024-10-08,2024-10-08,166,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,10 Inch,SP,3,682
2024-10-08,B09MR5WS3Y,2024-10-08,2024-10-08,8,0,0,0,0,0,0,"NapQueen 8"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,8 Inch,SP,3,774
2024-10-09,B0BGDX2Z3L,2024-10-09,2024-10-09,36,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Full, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Full,8 Inch,SP,18,"2,659"
2024-10-08,B0BGDXV7FD,2024-10-08,2024-10-08,4,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,8 Inch,SP,-2,-336
2024-10-08,B0BRCXP7VN,2024-10-08,2024-10-08,22,0,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Full",Anula,Mattress,Full,8 Inch,SP,4,617
2024-10-09,B0BGDXV7FD,2024-10-09,2024-10-09,34,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,8 Inch,SP,4,666
2024-10-08,B0BGDX2Z3L,2024-10-08,2024-10-08,29,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, Full, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Full,8 Inch,SP,32,"4,713"
2024-10-05,B0B31SVP2Q,2024-10-05,2024-10-05,26,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,14 Inch,SP,4,912
2024-10-07,B09X1HV1NL,2024-10-07,2024-10-07,398,0,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,5,804
2024-10-03,B0B31SM3ZR,2024-10-03,2024-10-03,26,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,14 Inch,SP,2,660
2024-10-08,B0BGDXM13S,2024-10-08,2024-10-08,1,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,8 Inch,SP,2,396
2024-10-09,B09MR4D874,2024-10-09,2024-10-09,46,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,10 Inch,SP,2,654
2024-10-06,B09MR4D874,2024-10-06,2024-10-06,29,0,0,0,0,0,0,"NapQueen 10"" Bamboo Charcoal Mattress, King",Bamboo Charcoal Mattress,Mattress,King,10 Inch,SP,2,654
2024-10-09,B0BNL1RDVC,2024-10-09,2024-10-09,913,0,0,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,3 Inch,SP,2,160
2024-09-29,B0BNKYZD2Z,2024-09-29,2024-09-29,476,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,2,76
2024-10-05,B0B31SM3ZR,2024-10-05,2024-10-05,35,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,14 Inch,SP,1,330
2024-10-07,B09X1GMWY6,2024-10-07,2024-10-07,18,0,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,14 Inch,SP,1,240
2024-10-04,B0BRCYJ33N,2024-10-04,2024-10-04,781,0,0,0,0,0,0,"NapQueen Anula Green Tea 10'', Twin-XL",Anula,Mattress,Twin XL,10 Inch,SP,1,175
2024-10-08,B0B31V3PKG,2024-10-08,2024-10-08,37,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,14 Inch,SP,1,230
2024-10-05,B0B31T1XMH,2024-10-05,2024-10-05,13,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,14 Inch,SP,1,285
2024-10-04,B09MR4G722,2024-10-04,2024-10-04,26,0,0,0,0,0,0,"NapQueen 12"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,12 Inch,SP,1,206
2024-10-08,B0CQVL6NXT,2024-10-08,2024-10-08,99,0,0,0,0,0,0,"NapQueen Zeta Bed Frame, Full",Zeta,Bed Frame,Full,16 Inch,SP,1,89
2024-10-04,B0B31SVP2Q,2024-10-04,2024-10-04,18,0,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,14 Inch,SP,1,228
2024-10-09,B0BNL3Y4QM,2024-10-09,2024-10-09,"1,223",0,0,0,0,0,0,"NapQueen 2"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Full",Bamboo Charcoal Topper,Mattress Topper,Full,2 Inch,SP,1,55
2024-10-08,B0BRDCJWJC,2024-10-08,2024-10-08,4,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,10 Inch,SP,1,209
2024-10-08,B09KDW1YKQ,2024-10-08,2024-10-08,6,0,0,0,0,0,0,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, King",Elizabeth,Mattress,King,8 Inch,SP,1,279
2024-10-08,B0BNKYW36G,2024-10-08,2024-10-08,5,0,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,2 Inch,SP,1,63
2024-10-05,B0BNL5JR7V,2024-10-05,2024-10-05,27,0,0,0,0,0,0,"NapQueen 4"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,4 Inch,SP,1,61
2024-10-09,B0BRDC22VH,2024-10-09,2024-10-09,80,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,10 Inch,SP,1,248
2024-10-07,B0BNL3NZV7,2024-10-07,2024-10-07,1,0,0,0,0,0,0,"NapQueen 4"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Queen",Bamboo Charcoal Topper,Mattress Topper,Queen,4 Inch,SP,1,99
2024-10-09,B0BGDXM13S,2024-10-09,2024-10-09,1,0,0,0,0,0,0,"NapQueen 8"" Maxima Hybrid Mattress, King, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,King,8 Inch,SP,1,198
2024-10-08,B09X1GMWY6,2024-10-08,2024-10-08,20,0,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,14 Inch,SP,1,240
2024-10-09,B0BRDBKLVJ,2024-10-09,2024-10-09,27,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Twin-XL, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Twin XL,10 Inch,SP,1,148
2024-10-07,B09KDPXYG3,2024-10-07,2024-10-07,81,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,SP,1,220
2024-10-07,B0BNL4Y2J9,2024-10-07,2024-10-07,77,0,0,0,0,0,0,"NapQueen 4"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin-XL",Bamboo Charcoal Topper,Mattress Topper,Twin XL,4 Inch,SP,1,62
2024-09-14,B0BRCW79VK,2024-09-14,2024-09-14,661,0,0,0,0,0,0,"NapQueen Anula Green Tea 6'', Queen",Anula,Mattress,Queen,6 Inch,SP,1,157
2024-10-05,B0BSLTZV4Z,2024-10-05,2024-10-05,5,0,0,0,0,0,0,"NapQueen Alpha Bed Frame, Full",Alpha,Bed Frame,Full,14 Inch,SP,1,103
2024-10-09,B0BRDCJWJC,2024-10-09,2024-10-09,27,0,0,0,0,0,0,"NapQueen 10"" Maxima Hybrid Mattress, Queen, Cooling Gel Infused Memory Foam and Innerspring Mattress",Maxima,Mattress,Queen,10 Inch,SP,1,209
2024-09-11,B09KDPXYG3,2024-09-11,2024-09-11,53,0,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,SP,1,239
2024-09-09,B0BNL1RDVC,2024-09-09,2024-09-09,"4,069",0,0,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,3 Inch,SP,1,85
2024-10-08,B0BNL3YY1C,2024-10-08,2024-10-08,7,0,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Full",Green Tea,Mattress Topper,Full,2 Inch,SP,1,54
2024-09-27,B0BNL3J36Z,2024-09-27,,128,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-20,B0BNL3J36Z,2024-09-20,,161,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-10-04,B0BNKZ88Z5,2024-10-04,,318,1,0,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,SP,0,0
2024-09-11,B0BNL3J36Z,2024-09-11,,319,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-12,B0BNL3J36Z,2024-09-12,,188,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-24,B0BNL3J36Z,2024-09-24,,401,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-22,B0BNKYZD2Z,2024-09-22,,382,1,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,0,0
2024-10-06,B0BSLWJKSX,2024-10-06,,25,1,0,0,0,0,0,"NapQueen Alpha Bed Frame, Twin",Alpha,Bed Frame,Twin,14 Inch,SP,0,0
2024-09-22,B0BNL3J36Z,2024-09-22,,257,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-18,B0BNL3J36Z,2024-09-18,,171,1,0,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin",Green Tea,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-19,B0BNKYZD2Z,2024-09-19,,471,1,1,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-25,B0BNKYZD2Z,2024-09-25,,262,1,1,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-20,B0BNKYZD2Z,2024-09-20,,271,1,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,0,0
2024-09-28,B0BNKYZD2Z,2024-09-28,,253,1,0,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,2 Inch,SP,0,0
2024-10-08,B09X1HV1NL,2024-10-08,,477,1,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,0,0
2024-09-10,B0BNKZ5BR1,2024-09-10,,"20,295",1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,SP,0,0
2024-10-04,B09X1GMWY6,2024-10-04,,10,1,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,14 Inch,SP,0,0
2024-10-08,B0BSLWJKSX,2024-10-08,,570,1,1,0,0,0,0,"NapQueen Alpha Bed Frame, Twin",Alpha,Bed Frame,Twin,14 Inch,SP,0,0
2024-10-06,B0BNL5N28Z,2024-10-06,,"2,618",1,1,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,SP,0,0
2024-10-09,B0CXY38L6N,2024-10-09,,"2,560",1,3,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-10-09,B0CYQ6M61R,2024-10-09,,"1,415",1,3,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-09-17,B0BNL117VT,2024-09-17,,"1,841",1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,3 Inch,SP,0,0
2024-10-06,B09X1HV1NL,2024-10-06,,624,1,0,0,0,0,0,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,SP,0,0
2024-10-09,B0CYQ639DN,2024-10-09,,548,1,2,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-10-09,B0BNL1CG6X,2024-10-09,,"1,617",1,3,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,4 Inch,SP,0,0
2024-10-09,B0BNLBQN9N,2024-10-09,,299,1,3,0,0,0,0,"NapQueen 3"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, King",Bamboo Charcoal Topper,Mattress Topper,King,3 Inch,SP,0,0
2024-10-08,B09KDQ2BWY,2024-10-08,,24,1,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Full",Elizabeth,Mattress,Full,12 Inch,SP,0,0
2024-09-16,B0BNKZ5BR1,2024-09-16,,"6,139",1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,3 Inch,SP,0,0
2024-10-05,B0BNL2Z6N7,2024-10-05,,10,1,0,0,0,0,0,"NapQueen 4'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,4 Inch,SP,0,0
2024-10-09,B0D4QXHRVT,2024-10-09,,331,1,2,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-10-09,B0BNKZCWFL,2024-10-09,,"1,025",1,3,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin-XL",Swirl Egg Shell,Mattress Topper,Twin XL,1.5 Inch,SP,0,0
2024-09-23,B0CR49NR3B,2024-09-23,,840,1,2,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,SP,0,0
2024-09-10,B0BNKYPVM6,2024-09-10,,"1,974",1,1,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,SP,0,0
2024-10-04,B0BRCXP7VN,2024-10-04,,36,1,0,0,0,0,0,"NapQueen Anula Green Tea 8'', Full",Anula,Mattress,Full,8 Inch,SP,0,0
2024-09-27,B0BNKZ88Z5,2024-09-27,,249,1,0,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,SP,0,0
2024-09-11,B0CR49NR3B,2024-09-11,,267,1,3,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,SP,0,0
2024-10-09,B0BNKZYHRX,2024-10-09,,"2,938",1,3,0,0,0,0,"NapQueen 2"" 5-Zone Mattress Topper, Twin",5-Zone gel,Mattress Topper,Twin,2 Inch,SP,0,0
2024-10-05,B0BNL5N28Z,2024-10-05,,"2,304",1,1,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,2 Inch,SP,0,0
2024-09-22,B0BNKZ88Z5,2024-09-22,,301,1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,SP,0,0
2024-09-21,B0BNKZ88Z5,2024-09-21,,235,1,1,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,3 Inch,SP,0,0
2024-10-04,B0CR49NR3B,2024-10-04,,"1,026",1,3,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,SP,0,0
2024-10-06,B0BNKXC5H1,2024-10-06,,45,1,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,1.5 Inch,SP,0,0
2024-10-09,B0CYQ6ZVL6,2024-10-09,,376,1,2,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-10-03,B0BNL117VT,2024-10-03,,3,1,0,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Queen",Swirl Egg Shell,Mattress Topper,Queen,3 Inch,SP,0,0
2024-10-07,B0B31T1XMH,2024-10-07,,56,1,0,0,0,0,0,"NapQueen 14"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,14 Inch,SP,0,0
2024-10-09,B0BSLVXHYJ,2024-10-09,,"1,341",1,3,0,0,0,0,"NapQueen Alpha Bed Frame, Queen",Alpha,Bed Frame,Queen,14 Inch,SP,0,0
2024-10-09,B0BNL3NZV7,2024-10-09,,"2,051",1,3,0,0,0,0,"NapQueen 4"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Queen",Bamboo Charcoal Topper,Mattress Topper,Queen,4 Inch,SP,0,0
2024-09-13,B0BNL3RDG4,2024-09-13,,"14,204",1,2,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,SP,0,0
2024-10-07,B09KDTHJ6V,2024-10-07,,42,1,0,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,12 Inch,SP,0,0
2024-10-09,B0BNL49HMH,2024-10-09,,286,1,2,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,3 Inch,SP,0,0
2024-10-09,B0D4VKQFB1,2024-10-09,,"2,139",1,4,0,0,0,0,Others,Others,Other,Other,Other,SP,0,0
2024-10-07,B0BNKZH2FW,2024-10-07,,64,1,0,0,0,0,0,"NapQueen 1.5'' 5-Zone Mattress Topper, Twin",5-Zone gel,Mattress Topper,Twin,1.5 Inch,SP,0,0
2024-10-04,B0BNLS6YPG,2024-10-04,,25,1,1,0,0,0,0,"NapQueen 3"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Twin",Bamboo Charcoal Topper,Mattress Topper,Twin,3 Inch,SP,0,0
2024-10-09,B0BNL5LTYH,2024-10-09,,531,1,4,0,0,0,0,"NapQueen 2'' Green Tea Mattress Topper, Queen",Green Tea,Mattress Topper,Queen,2 Inch,SP,0,0
2024-10-09,B0BNL1J5XS,2024-10-09,,"1,413",1,2,0,0,0,0,"NapQueen 1.5'' 5-Zone Mattress Topper, Full",5-Zone gel,Mattress Topper,Full,1.5 Inch,SP,0,0
2024-10-09,B0BNL6H152,2024-10-09,,"1,590",1,3,0,0,0,0,"NapQueen 4"" Ventilated Bamboo Charcoal Memory Foam Mattress Topper, Full",Bamboo Charcoal Topper,Mattress Topper,Full,4 Inch,SP,0,0
2024-10-07,B0BNL68VZG,2024-10-07,,12,1,0,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, King",Green Tea,Mattress Topper,King,3 Inch,SP,0,0
2024-10-09,B0BNL63RCS,2024-10-09,,169,1,3,0,0,0,0,"NapQueen 4'' Green Tea Mattress Topper, King",Green Tea,Mattress Topper,King,4 Inch,SP,0,0
2024-09-17,B0BNKYPVM6,2024-09-17,,"1,038",1,1,0,0,0,0,"NapQueen 2'' Swirl Gel Mattress Topper, King",Swirl Egg Shell,Mattress Topper,King,2 Inch,SP,0,0
2024-09-12,B0BNL3RDG4,2024-09-12,,"14,646",1,4,0,0,0,0,"NapQueen 3'' Green Tea Mattress Topper, Twin-XL",Green Tea,Mattress Topper,Twin XL,3 Inch,SP,0,0
2024-09-16,B09KDPXYG3,2024-09-16,,117,1,2,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,SP,0,0
2024-10-06,B09KDRMRLH,2024-10-06,,7,1,0,0,0,0,0,"NapQueen Elizabeth 10"" Gel Memory Foam Mattress, King",Elizabeth,Mattress,King,10 Inch,SP,0,0
2024-09-16,B0BNL1RDVC,2024-09-16,,"1,725",1,2,0,0,0,0,"NapQueen 3'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,3 Inch,SP,0,0
2024-09-27,B09KDPXYG3,2024-09-27,,25,1,1,0,0,0,0,"NapQueen Elizabeth 12"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,12 Inch,SP,0,0
2024-09-13,B0CR49NR3B,2024-09-13,,374,1,2,0,0,0,0,"NapQueen Elite Series Machka Full Mattress, 10 Inch Cooling Gel Memory Foam Mattress Full, Hybrid Mattress in a Box with Individual Pocket Spring",Machka,Mattress,Full,10 Inch,SP,0,0
2024-10-07,B09X1H629F,2024-10-07,,5,1,0,0,0,0,0,"NapQueen Elizabeth 14"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,14 Inch,SP,0,0
2024-09-12,B0BNL7TJRT,2024-09-12,,"1,011",1,2,0,0,0,0,"NapQueen 4'' Swirl Gel Mattress Topper, Full",Swirl Egg Shell,Mattress Topper,Full,4 Inch,SP,0,0
2024-10-08,B0BNKXC5H1,2024-10-08,,96,1,0,0,0,0,0,"NapQueen 1.5'' Swirl Gel Mattress Topper, Twin",Swirl Egg Shell,Mattress Topper,Twin,1.5 Inch,SP,0,0
