"sellerId","asin","startDate","endDate","searchQuery","searchQueryScore","searchQueryVolume","totalQueryImpressionCount","asinImpressionCount","asinImpressionShare","totalClickCount","totalClickRate","asinClickCount","asinClickShare","totalMedianClickPriceAmount","totalMedianClickPriceCurrencyCode","asinMedianClickPriceAmount","asinMedianClickPriceCurrencyCode","totalSameDayShippingClickCount","totalOneDayShippingClickCount","totalTwoDayShippingClickCount","totalCartAddCount","totalCartAddRate","asinCartAddCount","asinCartAddShare","totalMedianCartAddPriceAmount","totalMedianCartAddPriceCurrencyCode","asinMedianCartAddPriceAmount","asinMedianCartAddPriceCurrencyCode","totalSameDayShippingCartAddCount","totalOneDayShippingCartAddCount","totalTwoDayShippingCartAddCount","totalPurchaseCount","totalPurchaseRate","asinPurchaseCount","asinPurchaseShare","totalMedianPurchasePriceAmount","totalMedianPurchasePriceCurrencyCode","asinMedianPurchasePriceAmount","asinMedianPurchasePriceCurrencyCode","totalSameDayShippingPurchaseCount","totalOneDayShippingPurchaseCount","totalTwoDayShippingPurchaseCount","partner_id"
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,swiss water decaf vanilla,77,1,60,1,1.67,5,500.0,1,20.0,31.85,USD,24.99,USD,2,2,1,1,100.0,0,0.0,31.85,USD,,,1,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,swiss water decaf coffee k cups,12,32,1203,18,1.5,26,81.25,3,11.54,27.0,USD,24.99,USD,2,11,10,7,21.88,1,14.29,15.71,USD,24.99,USD,0,5,2,6,18.75,0,0.0,15.7,USD,,,0,4,2,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,highest rated decaf k cups,75,152,5183,1,0.02,49,32.24,1,2.04,35.98,USD,24.99,USD,9,26,7,15,9.87,0,0.0,27.96,USD,,,4,8,0,1,0.66,0,0.0,35.99,USD,,,0,1,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,crazy cups,39,750,23394,473,2.02,506,67.47,5,0.99,18.99,USD,8.99,USD,63,230,142,116,15.47,0,0.0,18.99,USD,,,16,55,30,56,7.47,0,0.0,18.99,USD,,,10,29,12,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,chocolate ground coffee,42,111,2953,63,2.13,33,29.73,5,15.15,10.53,USD,8.99,USD,1,14,15,12,10.81,1,8.33,10.53,USD,8.99,USD,1,3,8,6,5.41,0,0.0,9.5,USD,,,0,1,5,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,crazy cups death by chocolate,20,22,502,19,3.78,13,59.09,3,23.08,14.84,USD,8.99,USD,1,9,2,5,22.73,1,20.0,14.84,USD,8.99,USD,1,3,1,2,9.09,1,50.0,8.99,USD,8.99,USD,0,2,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,twix coffee,95,297,8318,24,0.29,141,47.47,1,0.71,12.19,USD,8.99,USD,13,48,38,64,21.55,0,0.0,9.99,USD,,,8,23,20,34,11.45,0,0.0,9.99,USD,,,5,15,7,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,death by chocolate,34,140,2737,97,3.54,61,43.57,5,8.2,14.84,USD,8.99,USD,2,18,14,21,15.0,2,9.52,14.84,USD,8.99,USD,2,9,3,10,7.14,0,0.0,17.64,USD,,,0,6,3,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,chocolate decaf coffee,93,36,1215,26,2.14,36,100.0,1,2.78,13.99,USD,8.99,USD,3,2,16,9,25.0,0,0.0,12.99,USD,,,2,1,5,2,5.56,0,0.0,12.99,USD,,,0,0,2,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,organic flavored coffee ground,88,125,3393,10,0.29,85,68.0,2,2.35,13.63,USD,8.99,USD,5,24,16,29,23.2,0,0.0,13.63,USD,,,0,7,7,4,3.2,0,0.0,12.99,USD,,,0,3,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,new england coffee chocolate cappuccino,15,82,2558,53,2.07,28,34.15,2,7.14,8.99,USD,8.99,USD,1,12,10,14,17.07,2,14.29,8.99,USD,8.99,USD,1,8,3,8,9.76,2,25.0,8.99,USD,8.99,USD,1,3,3,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,dark chocolate mocha coffee,26,13,327,9,2.75,9,69.23,1,11.11,14.99,USD,8.99,USD,0,3,0,5,38.46,1,20.0,10.99,USD,8.99,USD,0,3,0,1,7.69,1,100.0,8.99,USD,8.99,USD,0,1,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,chocolate mocha coffee,13,40,1307,30,2.3,8,20.0,4,50.0,8.99,USD,8.99,USD,1,4,3,4,10.0,3,75.0,8.99,USD,8.99,USD,0,3,1,2,5.0,2,100.0,8.99,USD,8.99,USD,0,2,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,fdc coffee,85,220,5330,86,1.61,62,28.18,0,0.0,12.99,USD,,,6,25,18,18,8.18,0,0.0,12.99,USD,,,5,7,3,14,6.36,0,0.0,10.46,USD,,,4,6,3,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,ground coffee with chocolate notes,78,4,232,4,1.72,144,3600.0,3,2.08,14.99,USD,8.99,USD,0,0,73,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0C39KKF2X,2025-03-30,2025-04-05,gevalia chocolate mocha coffee ground,86,76,2264,49,2.16,16,21.05,1,6.25,12.96,USD,8.99,USD,0,9,1,6,7.89,0,0.0,12.96,USD,,,0,4,1,2,2.63,0,0.0,12.33,USD,,,0,2,0,
PERFECT_SAMPLERS_SELLER,B0CRJX1N4M,2025-03-30,2025-04-05,coffee chocolate,56,672,17868,92,0.51,206,30.65,0,0.0,11.99,USD,,,13,82,44,73,10.86,0,0.0,10.91,USD,,,6,27,17,24,3.57,0,0.0,10.5,USD,,,3,9,5,
PERFECT_SAMPLERS_SELLER,B0CRJX1N4M,2025-03-30,2025-04-05,brooklyn chocolate coffee,35,2,66,2,3.03,1,50.0,1,100.0,25.7,USD,25.7,USD,0,0,1,1,50.0,1,100.0,25.7,USD,25.7,USD,0,0,1,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0CRJX1N4M,2025-03-30,2025-04-05,fire department coffee,87,679,16818,8,0.05,216,31.81,1,0.46,10.46,USD,25.7,USD,21,119,50,58,8.54,0,0.0,10.46,USD,,,4,38,7,29,4.27,0,0.0,12.73,USD,,,2,19,4,
PERFECT_SAMPLERS_SELLER,B0CRJX1N4M,2025-03-30,2025-04-05,chocolate coffee ground,20,184,5500,134,2.44,73,39.67,3,4.11,12.98,USD,25.7,USD,8,27,20,33,17.93,1,3.03,10.99,USD,25.7,USD,4,15,9,22,11.96,0,0.0,10.0,USD,,,4,9,6,
PERFECT_SAMPLERS_SELLER,B0CRJX1N4M,2025-03-30,2025-04-05,coffee ground flavor,89,25,569,7,1.23,15,60.0,1,6.67,8.99,USD,10.99,USD,3,8,2,8,32.0,0,0.0,7.99,USD,,,0,6,1,4,16.0,0,0.0,6.95,USD,,,0,2,1,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,crazy cups cinnamon french toast decaf coffee in bag,3,1,33,1,3.03,2,200.0,1,50.0,11.5,USD,21.99,USD,0,0,1,1,100.0,1,100.0,21.99,USD,21.99,USD,0,0,1,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,manatee coffee cinnamon,5,9,187,7,3.74,11,122.22,1,9.09,15.95,USD,21.99,USD,0,0,2,3,33.33,0,0.0,15.95,USD,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,crazy cups decaf cinnamon french toast flavored ground coffee,4,10,201,9,4.48,4,40.0,1,25.0,11.5,USD,21.99,USD,0,4,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,cinnamon coffee,1,759,20065,61,0.3,275,36.23,1,0.36,10.99,USD,8.79,USD,45,108,59,129,17.0,1,0.78,7.99,USD,8.79,USD,30,48,23,58,7.64,1,1.72,7.99,USD,21.99,USD,16,23,11,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,coffee,2,287343,8115322,20,0.0,75292,26.2,1,0.0,13.79,USD,8.99,USD,12295,26124,9808,41567,14.47,1,0.0,12.79,USD,8.99,USD,7296,14066,4835,24501,8.53,1,0.0,13.79,USD,21.99,USD,4832,8629,2625,
PERFECT_SAMPLERS_SELLER,B07WM5N5QD,2025-03-30,2025-04-05,crazy cups flavored regular ground coffee collections,6,2,120,2,1.67,1,50.0,1,100.0,21.99,USD,21.99,USD,0,0,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,hazelnut coffee k cups organic,3,2,120,4,3.33,1,50.0,1,100.0,35.99,USD,35.99,USD,0,0,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,organic decaf hazelnot coffee pods,1,2,43,1,2.33,1,50.0,1,100.0,35.99,USD,35.99,USD,0,0,1,1,50.0,1,100.0,35.99,USD,35.99,USD,0,0,1,1,50.0,1,100.0,35.99,USD,35.99,USD,0,0,1,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,naturally flavored hazelnut coffee,7,12,253,1,0.4,8,66.67,1,12.5,19.39,USD,35.99,USD,3,2,2,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,glorybrew sir hazelnut,5,2,28,2,7.14,1,50.0,1,100.0,35.99,USD,35.99,USD,0,0,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,compostable coffee pods,2,1521,43341,8,0.02,871,57.26,1,0.11,31.93,USD,35.99,USD,144,312,167,152,9.99,0,0.0,31.93,USD,,,27,65,20,90,5.92,0,0.0,31.93,USD,,,16,45,10,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,hazelnut pods natural organic,6,2,40,2,5.0,2,100.0,1,50.0,14.45,USD,35.99,USD,0,1,1,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B0DPXQ6SN7,2025-03-30,2025-04-05,flavored coffee pod “compostable”,4,4,105,3,2.86,3,75.0,1,33.33,13.95,USD,35.99,USD,1,0,2,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,decaf cinnamon flavored coffee ground,14,5,138,3,2.17,4,80.0,1,25.0,13.99,USD,22.99,USD,0,0,0,1,20.0,0,0.0,14.99,USD,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,cinnamon flavored decaf coffee,17,3,59,1,1.69,4,133.33,1,25.0,8.99,USD,12.5,USD,4,0,0,2,66.67,0,0.0,8.99,USD,,,2,0,0,1,33.33,0,0.0,12.99,USD,,,1,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,ground coffee,10,44985,1300367,70,0.01,15431,34.3,0,0.0,11.44,USD,,,2723,5900,2142,7980,17.74,0,0.0,10.99,USD,,,1551,3056,957,4304,9.57,0,0.0,11.99,USD,,,906,1694,445,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cups decaf cinnamon,5,4,139,4,2.88,4,100.0,1,25.0,14.79,USD,,,0,2,1,2,50.0,1,50.0,14.79,USD,,,0,1,0,1,25.0,0,0.0,11.99,USD,,,0,1,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cups bag decaf coffee cinnamon french toast single bag,9,4,118,4,3.39,3,75.0,2,66.67,22.99,USD,22.99,USD,0,3,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cups decaf ground coffee,18,66,2055,1,0.05,36,54.55,1,2.78,20.97,USD,8.79,USD,1,17,13,8,12.12,0,0.0,10.99,USD,,,1,5,1,4,6.06,0,0.0,21.46,USD,,,0,3,1,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,rojo elephant abe lincoln decaf flavored coffee,15,4,147,3,2.04,54,1350.0,1,1.85,14.99,USD,22.99,USD,0,0,11,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,peet's decaffeinated coffee ground,13,174,4913,46,0.94,79,45.4,0,0.0,15.84,USD,,,5,22,8,41,23.56,0,0.0,15.84,USD,,,3,13,4,20,11.49,0,0.0,17.98,USD,,,1,5,2,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,ground coffee medium roast cinnamon french toast,4,1,27,1,3.7,1,100.0,1,100.0,22.99,USD,22.99,USD,0,0,0,1,100.0,1,100.0,22.99,USD,22.99,USD,0,0,0,1,100.0,1,100.0,22.99,USD,22.99,USD,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,decaf coffee ground,3,3839,118043,2,0.0,1543,40.19,1,0.06,12.79,USD,22.99,USD,188,590,182,766,19.95,1,0.13,10.99,USD,22.99,USD,111,318,94,408,10.63,1,0.25,11.09,USD,22.99,USD,68,166,51,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,decaf,11,1616,45623,16,0.04,550,34.03,1,0.18,13.87,USD,18.16,USD,77,179,38,289,17.88,0,0.0,11.99,USD,,,53,81,12,160,9.9,0,0.0,14.75,USD,,,36,52,6,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cups decaf cinnamon french toast flavored ground coffee,8,10,201,9,4.48,4,40.0,2,50.0,11.5,USD,11.5,USD,0,4,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cup,12,61,2244,10,0.45,71,116.39,1,1.41,23.9,USD,22.99,USD,1,6,55,3,4.92,0,0.0,18.99,USD,,,0,2,1,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,flavored decaf ground coffee,2,99,3156,7,0.22,61,61.62,1,1.64,13.99,USD,22.99,USD,6,27,12,29,29.29,1,3.45,13.99,USD,22.99,USD,6,9,5,17,17.17,1,5.88,13.99,USD,22.99,USD,4,6,5,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,krazy cups decaf 3 pack,16,3,61,2,3.28,1,33.33,1,100.0,22.99,USD,22.99,USD,0,0,1,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,decaffeinated flavored coffee ground,1,33,1050,16,1.52,15,45.45,4,26.67,14.32,USD,22.99,USD,0,8,6,3,9.09,1,33.33,16.29,USD,22.99,USD,0,2,1,1,3.03,1,100.0,23.99,USD,23.99,USD,0,1,0,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,decaf coffee,6,22660,643346,2,0.0,8175,36.08,1,0.01,12.98,USD,22.99,USD,1247,2807,1028,4547,20.07,1,0.02,10.99,USD,22.99,USD,760,1572,477,2557,11.28,0,0.0,12.49,USD,,,481,928,248,
PERFECT_SAMPLERS_SELLER,B07WD611KB,2025-03-30,2025-04-05,crazy cups decaf flavored ground coffee,7,20,601,1,0.17,11,55.0,1,9.09,21.99,USD,22.99,USD,1,2,5,1,5.0,1,100.0,22.99,USD,22.99,USD,0,1,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf coffee k cups flavored,13,400,11642,80,0.69,232,58.0,1,0.43,21.49,USD,24.99,USD,25,122,65,87,21.75,1,1.15,19.95,USD,24.99,USD,8,47,22,41,10.25,0,0.0,19.95,USD,,,4,22,13,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,nespresso vertuo sweet vanilla decaf,51,10,489,8,1.64,6,60.0,1,16.67,40.5,USD,24.99,USD,0,4,1,1,10.0,0,0.0,40.5,USD,,,0,1,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf organic kcups coffee,44,12,234,11,4.7,4,33.33,1,25.0,17.45,USD,18.41,USD,3,1,0,2,16.67,0,0.0,17.45,USD,,,2,0,0,2,16.67,0,0.0,17.99,USD,,,2,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,decaf coffee water processed vanilla,7,10,210,2,0.95,2,20.0,1,50.0,23.24,USD,23.24,USD,0,0,0,2,20.0,1,50.0,23.24,USD,23.24,USD,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,decaf french vanilla coffee ground,13,1,21,1,4.76,1,100.0,1,100.0,10.99,USD,10.99,USD,0,1,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,decaf vanilla coffee,4,52,1577,40,2.54,26,50.0,1,3.85,7.03,USD,23.24,USD,3,17,3,20,38.46,1,5.0,7.03,USD,23.24,USD,2,13,3,12,23.08,0,0.0,7.03,USD,,,0,10,1,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,decaf coffee vanilla,8,24,695,18,2.59,10,41.67,3,30.0,10.99,USD,23.24,USD,1,6,1,4,16.67,0,0.0,7.03,USD,,,1,2,0,1,4.17,0,0.0,7.03,USD,,,1,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,starbucks decaf ground coffee vanilla,15,1,21,1,4.76,1,100.0,1,100.0,23.24,USD,23.24,USD,0,0,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,french vanilla coffee decaf,6,5,117,5,4.27,4,80.0,1,25.0,7.03,USD,23.24,USD,0,3,0,3,60.0,1,33.33,14.99,USD,23.24,USD,0,2,0,1,20.0,0,0.0,7.03,USD,,,0,1,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,crazy cups decaf vanilla,2,2,45,2,4.44,1,50.0,1,100.0,23.24,USD,23.24,USD,0,0,0,1,50.0,1,100.0,23.24,USD,23.24,USD,0,0,0,1,50.0,1,100.0,23.24,USD,23.24,USD,0,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,decaf french vanilla coffee,12,53,1570,39,2.48,21,39.62,0,0.0,7.03,USD,,,2,13,5,11,20.75,0,0.0,7.03,USD,,,2,7,2,10,18.87,0,0.0,7.03,USD,,,2,6,2,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,"folgers french vanilla artificially flavored ground coffee, medium roast, 9.6 oz canister",14,1,55,1,1.82,38,3800.0,1,2.63,19.4,USD,23.24,USD,0,19,7,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,french vanilla decaf coffee,9,59,2068,47,2.27,37,62.71,1,2.7,12.99,USD,23.24,USD,9,9,3,15,25.42,0,0.0,10.99,USD,,,3,5,2,6,10.17,0,0.0,7.03,USD,,,2,3,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,coffee decaf vanilla,11,8,164,5,3.05,5,62.5,1,20.0,8.99,USD,10.99,USD,0,4,0,2,25.0,0,0.0,7.03,USD,,,0,2,0,2,25.0,0,0.0,7.03,USD,,,0,2,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,angelinos coffee k cups decaf french vanilla,10,12,264,9,3.41,9,75.0,1,11.11,18.49,USD,23.24,USD,4,2,1,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,organic decaf coffee pods,29,211,5616,120,2.14,112,53.08,0,0.0,18.45,USD,,,18,27,27,41,19.43,0,0.0,18.45,USD,,,5,9,9,22,10.43,0,0.0,17.99,USD,,,5,8,3,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf organic coffee k cups,25,137,3772,111,2.94,88,64.23,2,2.27,18.45,USD,18.41,USD,13,33,16,36,26.28,0,0.0,18.45,USD,,,2,12,8,14,10.22,0,0.0,17.99,USD,,,1,4,3,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf coffee k cups,1,28497,795831,176,0.02,12927,45.36,1,0.01,23.99,USD,24.99,USD,2584,5652,2151,7016,24.62,1,0.01,25.58,USD,24.99,USD,1488,3120,1067,4336,15.22,1,0.02,27.12,USD,24.99,USD,1027,2000,591,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,organic+decaf+flavored+coffee organic,16,11,286,8,2.8,12,109.09,1,8.33,23.0,USD,24.99,USD,0,0,10,1,9.09,1,100.0,24.99,USD,24.99,USD,0,0,1,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,"decaf coffee k cups, flavored",74,8,160,1,0.63,4,50.0,1,25.0,21.42,USD,24.99,USD,0,3,1,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf compostable k cup swiss water organic,69,2,54,2,3.7,1,50.0,1,100.0,24.99,USD,24.99,USD,0,1,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,lavender vanilla decaf coffee pods,10,2,43,1,2.33,1,50.0,1,100.0,24.99,USD,24.99,USD,0,0,1,1,50.0,1,100.0,24.99,USD,24.99,USD,0,0,1,1,50.0,1,100.0,24.99,USD,24.99,USD,0,0,1,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,flavored decaf k cups,39,119,3530,24,0.68,43,36.13,1,2.33,19.95,USD,24.99,USD,2,27,7,10,8.4,0,0.0,17.99,USD,,,0,4,3,3,2.52,0,0.0,17.99,USD,,,0,2,1,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf latte coffee pods,61,36,976,4,0.41,12,33.33,1,8.33,16.99,USD,24.99,USD,1,3,2,5,13.89,0,0.0,17.79,USD,,,0,1,0,3,8.33,0,0.0,17.79,USD,,,0,1,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,"365 k cup organic decaf coffee",22,1,60,1,1.67,3,300.0,1,33.33,10.79,USD,24.99,USD,0,2,0,2,200.0,1,50.0,10.79,USD,24.99,USD,0,2,0,1,100.0,0,0.0,10.79,USD,,,0,1,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf glavored organic k cups,70,2,40,2,5.0,2,100.0,1,50.0,18.41,USD,18.41,USD,1,1,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,coffee pods decaf organic,73,2,40,1,2.5,2,100.0,1,50.0,13.32,USD,24.99,USD,0,2,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,ekocups decaf,49,5,110,8,7.27,3,60.0,1,33.33,29.92,USD,18.41,USD,0,2,0,0,0.0,0,,,,,,0,0,0,0,0.0,0,,,,,,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,kcup organic decaf flavored coffe,9,1,26,1,3.85,2,200.0,1,50.0,22.99,USD,24.99,USD,0,0,0,1,100.0,1,100.0,24.99,USD,24.99,USD,0,0,0,1,100.0,1,100.0,24.99,USD,24.99,USD,0,0,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,swiss water process decaf coffee pods,14,25,552,14,2.54,13,52.0,1,7.69,31.85,USD,24.99,USD,0,9,2,6,24.0,1,16.67,24.99,USD,24.99,USD,0,4,2,3,12.0,0,0.0,18.99,USD,,,0,3,0,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,swiss water decaf k cups,28,166,5471,106,1.94,109,65.66,1,0.92,24.32,USD,18.41,USD,10,66,23,47,28.31,0,0.0,29.92,USD,,,3,33,8,20,12.05,0,0.0,19.39,USD,,,3,13,3,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decaf flavored coffee k cups,26,890,24268,179,0.74,549,61.69,0,0.0,19.95,USD,,,85,282,119,166,18.65,0,0.0,18.8,USD,,,29,89,26,89,10.0,0,0.0,21.82,USD,,,23,40,14,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,swiss water decaf coffee pods,31,114,3099,49,1.58,54,47.37,1,1.85,18.99,USD,24.99,USD,4,24,14,20,17.54,0,0.0,18.97,USD,,,3,10,1,8,7.02,0,0.0,15.95,USD,,,2,2,1,
PERFECT_SAMPLERS_SELLER,B01MCVUVEX,2025-03-30,2025-04-05,decafe vanilla kurig,6,1,21,2,9.52,2,200.0,1,50.0,18.41,USD,18.41,USD,0,2,0,2,200.0,1,50.0,18.41,USD,18.41,USD,0,2,0,2,200.0,1,50.0,18.8,USD,24.99,USD,0,2,0,
PERFECT_SAMPLERS_SELLER,B07HQ3FR8P,2025-03-30,2025-04-05,french vanilla flavored decaf coffee ground,3,18,369,17,4.61,13,72.22,2,15.38,7.03,USD,9.89,USD,2,6,4,6,33.33,1,16.67,7.03,USD,9.89,USD,1,3,2,3,16.67,0,0.0,7.03,USD,,,0,1,2,
