ASIN,Title,Drop Down,Product Details,Glance Icon Details,Description,Option,Rating,Review Count
B0976BXNLB,Crazy Cup Blueberry Coffee Pods Single Serve Blueberry Shortcake Hot or Iced Coffee Cups For Keurig K Cups Machines Recyclable Flavored Coffee Blueberry Pods(Pack of 1 22 Count Total),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Blueberry Shortcake', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Wake up to the smell of fresh baked blueberry shortcake brewing in your Keurig Machine. Enjoy the sweet taste of blueberry in your morning coffee, preparing you for an exciting day ahead! MORE COFFEE, MORE FLAVOR: Our blueberry coffee pods have 30% more coffee per pod than the average flavored kcup, giving you more of the sweet blueberry flavor you desire. More coffee equals a better iced coffee, add ice and you won't be disappointed! KEURIG COMPATIBLE COFFEE PODS: Our pods are compatible with any coffee machine that brews blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain. TOP QUALITY INGREDIENTS: Each of our flavored blueberry pods are gluten-free, keto friendly, vegan, kosher, and pareve. Our coffee is a medium roast and is sugar free with ZERO calories, so you can indulge in our sweet blueberry coffee guilt free! ECO-FRIENDLY: Our blueberry coffee single serve pods are packaged in recyclable capsules. You'll enjoy the sweet taste of these flavored blueberry shortcake pods while still doing right by mother nature.",{'Size': '22 Count (Pack of 1)'},4.3 out of 5 stars,22847 ratings
B07MKLK1XT,Perfect Samplers Flavored Coffee Variety Pack Flavored Coffee Pods (Including Caramel Macchiato Texas Pecan & More) Single Serve Coffee for Keurig K Cups Machines 50 Count,{'Label not found': '1'},"{'Brand': 'Perfect Samplers', 'Item Form': 'k-cups', 'Flavor': 'Flavored Coffee', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"FLAVORED COFFEE PODS VARIETY PACK: Sample flavored coffee pods from some of your favorite brands including Crazy Cups, Harry and David & more! Our coffee sampler has coffee pods flavored for everyone making it a perfect addition to your home or work pantry TRY A NEW FLAVOR EVERY DAY: Our coffee variety sampler has so many fun flavors to choose from! Brew yourself kpods flavored with caramel macchiato, hazelnut or vanilla. With our coffee variety pack sampler the possibilities are endless! WE INSPECT ALL OUR VARIETY COFFEE PODS: Before packaging our k pods for keurig variety packs we ensure each flavored coffee sampler is fresh &in perfect condition. This ensures a fresh cup of coffee when you enjoy any of our variety flavored coffee BREW QUALITY COFFEE AT HOME: Brewing yourself a quality cup of coffee has never been easier with our custom variety pack. Our coffee assortment sampler allows you to be the Barista! Just pick a flavor from the k pod variety pack, add creamer & enjoy COFFEE PODS FOR KEURIG COFFEE MAKERS: Our kpod variety pack is compatible with any coffee machine that brews flavored k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain",{},4.3 out of 5 stars,1427 ratings
B01HQALFCI,Double Donut Coffee Decaf Cinnamon Bun Flavored Coffee Single Serve Cups For Keurig K Cup Brewer (96 Count),{'Label not found': '1'},"{'Brand': 'Double Donut', 'Item Form': 'Capsule', 'Flavor': 'Decaf Cinnamon Bun', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"A sweet blend of medium roast decaf Arabica flavored with the heavenly taste of sticky, iced cinnamon buns. Double Donut House blend single serve cups fit any Keurig K Cups brewer, including the Keurig 2.0 brewer. Made with high-quality Arabica beans for true, rich flavor. Better Choice: Double Donut capsules are Recyclable. Please help stop the proliferation of non-recyclable capsules Double Donut coffee is gluten free, sugar free, unsweetened, non-dairy, and certified Kosher pareve. Double Donut Coffee has no affiliation with Keurig or K-Cup. Keurig and K-Cup are registered trademarks of Keurig and Green Mountain",{},4.3 out of 5 stars,3117 ratings
B07VJK297P,Crazy Cups Flavored Decaf Coffee Pods Decaf Butter Pecan Coffee Decaf K Cups for Keurig K Cups Machines Hot or Iced Coffee Single Serve Decaffeinated Coffee in Recyclable Pods 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Pods', 'Flavor': 'Decaf Butter Pecan Swirl', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: A delicious blend of butter-toasted pecans and sweat cream come together to make this flavored decaf coffee. Our classic pecan coffee blend is available in decaf. Now you can enjoy flavored coffee any time of day! MORE COFFEE - Our decaffeinated coffee pods have 30% more maple pecan coffee in every capsule than average flavored decaf k cups. Savor the aroma of coffee flavored with butter toasted pecan. Enjoy our decaf flavored coffee hot or as an iced coffee. TOP QUALITY INGREDIENTS: Each of our flavored coffee pods is gluten-free and keto friendly. Our decaf coffee is vegan, kosher, and pareve. Enjoy butter pecan flavored sugar free coffee with out the jitters with our flavored decaf coffee k cups ECO-FRIENDLY: Crazy Cups single serve coffee for Keurig Machines are packaged in recyclable capsules. Our premium coffee decaf blends are made with 100% Arabica Beans. Enjoy our coffee pods decaffeinated burst of flavor while doing right by mother nature COFFEE PODS FOR KEURIG COFFEE MAKERS: Our kerigue coffee pods are compatible with any coffee machine that brews decaf k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain",{},4.5 out of 5 stars,-2529
B0D7FYPHTD,Flavored Decaf Coffee Pods Variety Pack Compatible with Keurig K Cups Brewers 80 Count Assorted Decaffeinated Flavored Coffee Sampler,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Flavored Variety Pack', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"BULK 40 PACK OF DECAF FLAVORED COFFEE PODS - Discover new favorite coffee flavors any time of day with this perfect assortment of flavored decaffeinated coffee pods from top brands Like Crazy Cups, , Cake Boss, Double Donut, and Ekocups. YOUR FAVORITE FLAVORS IN DECAF - You'll discover so many fun decaf flavors, including French Vanilla, Hazelnut, Peppermint Chocolate Mocha, Chocolate Hazelnut, Coconut Caramel, Caramel Vanilla, Caramel Truffle Sundae, Bananas Foster, Pumpkin Spice and more! SATISFACTION GUARANTEED - All of our decaf sampler packs have been carefully inspected to ensure each coffee pod is fresh and in perfect condition, to ensure a tasty and reliable brew every time. Contact us with any issues, and we will make it right. PERFECT COFFEE GIFT - Our Decaf Variety Pack is a unique coffee gift for any occasion. With so many fun and unique flavored coffee pods, you'll have something for every decaf coffee lover. Exact assortment of flavors subject to change.",{},4.3 out of 5 stars,49 ratings
B0CCMRTY3G,Double Donut Creamy Eggnog Hot Chocolate Mix Packets Flavored Eggnog Hot Cocoa Mix 18 Count,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Powder', 'Package Information': 'Pouch', 'Special Ingredients': 'Eggnog, Gingerbread Spice', 'Package Weight': '0.76 Kilograms'}",{},GOURMET HOT CHOCOLATE PACKETS: Indulge in the creamy eggnog flavor of our hot chocolate mix. Sip the sensation of a eggnog hot cocoa. Adults & children alike will love our vanilla cocoa. Get cozy & enjoy our hot cocoa mix packets BURSTING WITH CREAMY EGGNOG COCOA FLAVOR: Our hot cocoa packets are rich & decadent. Each hot cocoa mix is infused with a prominent flavor profile that tastes exactly as described. Our eggnog hot chocolate is sure to become your new pantry staple SERVING SUGGESTIONS: Our creamy eggnog hot chocolate mix is perfect on it's own but you can take it up a notch by enjoying our hot chocolate with marshmallows. Add a candy cane & a drizzle of chocolate to our eggnog hot cocoa for a decadent experience BULK HOT CHOCOLATE: Save time & money with our hot chocolate packets bulk collection. Enjoy our eggnog hot chocolate mix all season long! Keep the kids and the adults happy with our gourmet hot chocolate. With Double Donut's bulk hot chocolate mix it's easy COCOA MIX PACKETS FOR EVERYONE: Our instant hot chocolate eggnog packets are certified Kosher. Our hot chocolate powder packets are sure to be a treat for the whole family! Explore all the flavored hot chocolate Double Donut has to offer!,{},4.4 out of 5 stars,2257 ratings
B07VKTSVBW,Crazy Cups Flavored Coffee Pods Chocolate Glazed Donut Flavored SIngle Serve Coffee Capsules for all Keurig K Cups Coffee Makers 22 Count (Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Chocolate Glazed Donut', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Find your happy place with a cup of our no-calorie Chocolate Glazed Donut coffee. It’s a guilt-free indulgence. MORE COFFEE - Our coffee pods have 30% more coffee in every capsule than the average flavored kcup. Savor the rich decadent flavor of our Chocolate Glazed Donut Coffee in each sip. Add variety and enjoy hot or as a refreshing ice-cold beverage. TOP QUALITY INGREDIENTS: Each of our flavored coffee pods are gluten-free and lactose-free. In addition, each cup is vegan, kosher, and pareve, and has no added sugar. You can feel good, satisfying that sweet tooth with our Chocolate Glazed Donut flavored coffee. ECO-FRIENDLY: Crazy Cup Chocolate Glazed Donut single-serve for Keurig Machines are packaged in recyclable capsules. Rest assured, you’ll enjoy your perfect cocoa coffee brew while simultaneously doing right by mother nature. COMPATIBILITY AND VERSATILE: All Crazy Cups Artisan Roasted Single-Serve Coffees are compatible with the 1.0 and 2.0 Keurig K-Cup Brewer Machines. Quickly brew any of our flavored coffees like Chocolate Raspberry Truffle, Decaf Pumpkin Spice, or Death by Chocolate.. Promising unrivaled taste and flavor, our coffee pods brew with the Keurig K Cups Brewers. Keurig and K Cups are registered trademarks of Green Mountain and Keurig. Crazy Cups has no affiliation with Keurig.",{'Size': '22 Count (Pack of 1)'},4.5 out of 5 stars,22847 ratings
B0C3M1V1QC,Crazy Cups Flavored Holiday Ground Coffee Variety Pack Includes Decaffeinated Holiday Spice White Christmas Caramel Eggnog in 10 oz Bags 3 Pack,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Seasonal Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"HOLIDAY FLAVORS TO SAVOR: Our Holiday Variety Pack includes Holiday Spice, White Christmas, and Caramel Eggnog Coffee. Savor the taste of the season without stepping out, its rich flavor profile will make you feel you're enjoying a holiday special at your favorite café. MULTIPLY THE JOY: Our variety pack offers a taste of multiple flavors in one pack. With 36 pods, you'll have a coffee flavor for every festive mood. Whether you want the comforting Holiday Spice, the cool White Christmas, or the creamy Caramel Eggnog, we've got you covered! NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
B00S09JBB2,"Perfect Samplers Hot Chocolate Single Serve Cups For Keurig K cup Brewers, Variety Pack Sampler, Cocoa, 30 Count",{},{},{},No Description,{},,
B0813YQD79,Crazy Cups Flavored Coffee for Keurig K-Cup Machines Frosted Oatmeal Cookie Hot or Iced Coffee 22 Single Serve Recyclable Pods(Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Frosted Oatmeal Cookie', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Experience the taste of fresh-baked, vanilla-frosted oatmeal cookies, and take a flavor trip down memory lane. MORE COFFEE - Our coffee pods have 30% more coffee in every capsule than the average flavored kcup. Savor the rich decadent flavor of our Frosted Oatmeal Cookie Coffee in each sip. Add variety and enjoy hot or as a refreshing ice-cold beverage. TOP QUALITY INGREDIENTS: Each of our flavored coffee pods are gluten-free and lactose-free. In addition, each cup is vegan, kosher, and pareve, and has no added sugar. You can feel good, satisfying that sweet tooth with our Frosted Oatmeal Cookie flavored coffee. ECO-FRIENDLY: Crazy Cup Frosted Oatmeal Cookie single-serve for Keurig Machines are packaged in recyclable capsules. Rest assured, you’ll enjoy your perfect cocoa coffee brew while simultaneously doing right by mother nature. COMPATIBILITY AND VERSATILE: All Crazy Cups Artisan Roasted Single-Serve Coffees are compatible with the 1.0 and 2.0 Keurig K-Cup Brewer Machines. Quickly brew any of our flavored coffees like Chocolate Raspberry Truffle, Decaf Pumpkin Spice, or Death by Chocolate.. Promising unrivaled taste and flavor, our coffee pods brew with the Keurig K Cups Brewers. Keurig and K Cups are registered trademarks of Green Mountain and Keurig. Crazy Cups has no affiliation with Keurig.",{'Size': '22 Count (Pack of 1)'},4.5 out of 5 stars,22847 ratings
B084HKDFWM,Crazy Cups Decaf Flavored Coffee Pods Decaffeinated Chocolate Raspberry Truffle Flavored Coffee Single Serve Hot or Iced Medium Roast Coffee for Keurig K Cups Machines 80 Count(Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Chocolate Raspberry Truffle', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: A luscious combination of tangy raspberries and rich dark chocolate. Go ahead and brew yourself a cup. You’ve earned it. Coffee serves as a tangy and delicious drink that is good for the body and soul. Our pods are gluten-free, lactose-free, vegan, caffeine-free, Kosher, and Pareve. A QUICK PICK-ME-UP: Our artisan roasted specialty coffee is compatible with the 1.0 and 2.0 Keurig K Cup Brewers. Savor any of our holiday flavored beverages including Death by Chocolate, Pumpkin Vanilla Creme, or Salted Caramel in a matter of minutes. GOOD FOR MOTHER NATURE: Our medium-roast, decaffeinated, Chocolate Raspberry Truffle capsules are 100% recyclable and eco-friendly. We strive to provide you with the perfect rich and enticing brew, and now you can feel good while enjoying every cup. VERSATILITY AT ITS FINEST: For use with the Keurig K cup Machine. Keurig, and K Cups are registered trademarks of Green Mountain Coffee and Keurig. Crazy Cups has no affiliation with Keurig.",{'Size': '80 Count (Pack of 1)'},4.3 out of 5 stars,3564 ratings
B0C657DBLM,Crazy Cups Peppermint Bark Flavored Coffee pods Holiday Coffee Single-Serve Medium Roast Coffee Cups for Keurig K-Cup Machines Hot or Iced(Pack of 1 22 Count Total),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Peppermint Bark', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"CELEBRATE THE SEASON WITH CRAZY CUPS: Relish the festive combination of sweet peppermint and luscious chocolate in our Peppermint Bark flavored coffee. Each cup captures the spirit of the holidays with our vibrant medium roast. MORE JOY IN EVERY CUP: Our Peppermint Bark coffee pods has 30% more coffee than the average k cup, guaranteeing a perfect balance of holiday sweetness and rich coffee depth. Perfect as a heartwarming hot brew. ECO-FRIENDLY: Crazy Cups coffee pods are packaged in recyclable capsules. Our coffee pods are flavored with natural ingredients are made with 100% Arabica beans. Enjoy your holiday coffee, knowing you're also supporting environmental sustainability. QUALITY INGREDIENTS, GUILTLESS INDULGENCE: Our coffee capsules are gluten and lactose-free, vegan, kosher, and keto-friendly. Dive into the festive flavor of peppermint bark without the guilt, making every coffee break a holiday celebration! COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve coffee blends are compatible with coffee machines that brew peppermint bark k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{'Size': '22 Count (Pack of 1)'},4.3 out of 5 stars,22847 ratings
B0DV51KTBS,Perfect Samplers Dark Roast Coffee Pod Variety Pack - Pack for Keurig K Cups Coffee Makers Bold 36 Count,{'Label not found': '1'},"{'Brand': 'Perfect Samplers', 'Item Form': 'Capsule', 'Flavor': 'Bold Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Dark Roast'}",{},"36 INTENSE DARK ROASTS - This dark roast sampler has a giant variety of different dark roast coffee pods from the top brands in the coffee industry, including: The Pioneer Woman, Cake Boss, SkinnyGirl, EKOCUPS, Barnie's, Double Donut, and More FOR THE BOLD COFFEE LOVER - A variety pack curated for the bold, strong, dark roast coffee lover. From Italian and French Roasts to Dark Espresso and Sumatran blends, you'll love the wide array of dark roast coffee k cups and single serve capsules COFFEE PODS FOR KEURIG: Our assorted coffee pods are compatible with coffee machines that brew dark roast k cups, including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. Not affiliated with Keurig INDIVIDUALLY PACKAGED & INSPECTED: All of our dark coffee pods have been carefully inspected ensuring each k pod is fresh. The exact combination of blends is subject to change but all top brands indicated will be included DISCOVER NEW COFFEE: Discover your new favorite dark roast coffee pod with our bold coffee pods sampler. Our assortment includes the classics along side new releases like Pioneer Woman's new Giddy-Up, a perfect breakfast blend to start the day.",{},4.3 out of 5 stars,5133 ratings
B07J2TB9JJ,Crazy Cups Caffeinated Hot Chocolate Molten Chocolate Souffle Pods For Keurig K Cups Machines 100 Mg Of Caffeine Coffee Substitute Hot Cocoa Pods 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Weight': '100 Milligrams', 'Caffeine Content': 'Caffeinated', 'Item Form': 'K-Cups', 'Package Information': 'Pod'}",{},"This Caffeinated Hot Chocolate offers 100 mg of caffeine for that extra boost to keep you going while enjoying a cup of hot cocoa. Molten Chocolate Soufflé combines rich hot chocolate with a caffeine kick - it’s the perfectly sweet cure for the winter blues. Crazy Cups Single serve cups have been carefully engineered and verified to work in all K Cup brewers, including the Keurig 2.0 K Cup brewer. The capsules are recyclable using cool-peel-recycle technology Crazy Cups Premium Hot Chocolates single serve cups contain 15g of cocoa and are enriched with amazing flavoring to give you a delightful experience with each cup. Our hot cocoas are dairy. They are certified kosher by the CrC. See label image for other dietary and nutritional information For use with the Keurig K-cups brewers. Keurig, and K Cups are registered trademarks of Green Mountain Coffee and Keurig, Crazy Cups has no affiliation with Keurig or Green Mountain coffee",{},4.4 out of 5 stars,927 ratings
B08VJNWCF1,Double Donut Decaf Coffee Pods Decaf French Roast Single Serve Coffee for Keurig K Cups Machines Decaf Dark Roast Coffee 24 Count,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Decaf French Roast', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Dark Roast'}",{},"DECAFFEINATED COFFEE: Double Donut brings you a smooth decaf french roast coffee, offering a balance medium-bodied flavor with light acidity and a spicy yet pleasing flavor. It's a must have for coffee lovers looking for a decaf blend with bold flavor FRENCH ROAST: Our French roast coffee is crafted with premium coffee beans delivering a rich, full flavor with out the trip to the café. Brew our decaffeinated coffee pods over ice for a bold refreshing iced coffee that is out of this world TOP QUALITY INGREDIENTS: Each of our decaf coffee pods are gluten & lactose-free. In addition, each cup is vegan, kosher, pareve, & keto friendly! Enjoy a mid day coffee break with our sugar free coffee! ECO-FRIENDLY PODS: Each of Double Donut's french roast coffee pods are made of 100% recyclable material. Enjoy the spicy yet pleasing flavor of this dark roast blend while knowing you're doing right by mother nature COFFEE FOR KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews decaf k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{},4.3 out of 5 stars,3876 ratings
B07Y2FKHBN,Total Indulgence Hot Chocolate Mix Includes 15 Gourmet Hot Chocolate Packets Bulk Deep Dark Hot Cocoa Mix - 1.5 Ounce (Pack of 15),{'Label not found': 'Selected option not found'},"{'Brand': 'Crazy Cups', 'Item Weight': '42 Grams', 'Item Form': 'Powder', 'Package Information': 'Box', 'Special Ingredients': 'Cocoa'}",{},"CLASSIC TASTE: Crazy Cups Total Indulgence hot cocoa packets is the same nostalgic taste you remember drinking as a kid. Enjoy a cup of our rich, dark chocolate mixed with warm milk for that nostalgic, childhood flavor. Great for hot chocolate bombs! DARK HOT CHOCOLATE MIX PACKETS MAKE A PERFECT GIFT: Whether you’re going to a housewarming, appreciating teachers, exchanging gifts for Hanukah, or giving a care package - our box of dark chocolate hot cocoa mix can be used as the ideal gift. BURSTING WITH CHOCOLATEY FLAVOR: Our hot coco mix is rich & decadent. Our bulk hot chocolate mix is infused with a prominent flavor profile that tastes exactly as described. Our bulk hot chocolate packets are sure to become your new pantry staple SIMPLE TO USE: Crazy Cups offers the perfect hot cocoa mix packets for any person on-the-go. No need for a single-serve brewer. You simply add your Deep Dark Chocolate Powder to a heat-proof mug, stir in 6 oz of warm water or milk, and enjoy. KIDS WILL LOVE IT: What kid doesn’t love chocolate? But as a parent, you want to be sure you are doing best by your child. Crazy Cups Hot Chocolate has no artificial sweeteners. We keep mom and dad happy while the kids are in chocolate heaven",{},4.7 out of 5 stars,1096 ratings
B07VHFNL99,Crazy Cups Flavored Coffee Pods Chocolate Glazed Donut Chocolate Coffee Pods Single Serve Coffee for Keurig K Cups Machines Hot or Iced Coffee Medium Roast Coffee in Recyclable Pods 80 Count(Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Chocolate Glazed Donut', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Find your happy place with a cup of our no-calorie Chocolate Glazed Donut coffee. It’s a guilt-free indulgence. MORE COFFEE - Our coffee pods have 30% more coffee in every capsule than the average flavored kcup. Savor the rich decadent flavor of our Chocolate Glazed Donut Coffee in each sip. Add variety and enjoy hot or as a refreshing ice-cold beverage. TOP QUALITY INGREDIENTS: Each of our flavored coffee pods are gluten-free and lactose-free. In addition, each cup is vegan, kosher, and pareve, and has no added sugar. You can feel good, satisfying that sweet tooth with our Chocolate Glazed Donut flavored coffee. ECO-FRIENDLY: Crazy Cup Chocolate Glazed Donut single-serve for Keurig Machines are packaged in recyclable capsules. Rest assured, you’ll enjoy your perfect cocoa coffee brew while simultaneously doing right by mother nature. COMPATIBILITY AND VERSATILE: All Crazy Cups Artisan Roasted Single-Serve Coffees are compatible with the 1.0 and 2.0 Keurig K-Cup Brewer Machines. Quickly brew any of our flavored coffees like Chocolate Raspberry Truffle, Decaf Pumpkin Spice, or Death by Chocolate.. Promising unrivaled taste and flavor, our coffee pods brew with the Keurig K Cups Brewers. Keurig and K Cups are registered trademarks of Green Mountain and Keurig. Crazy Cups has no affiliation with Keurig.",{'Size': '80 Count (Pack of 1)'},4.4 out of 5 stars,22847 ratings
B0976CTS8N,Crazy Cups Blueberry Coffee Pods Variety Pack Magic Berries Flavored Hot or Iced Coffee Pods Single Serve Recyclable Pods Compatible With Keurig K Cup Brewers(Pack of 1 24 Count Total),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Magic Berries Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"THE ULTIMATE VARIETY PACK FOR BERRY LOVERS: We have combined our berry flavored coffee cups into a magical box full of the most incredible berry flavored coffees. Wake up each morning to the smell of fresh berries being brewed in your Keurig Machine. ONLY THE BEST BERRY FLAVORS: Introducing the lineup for our new magical berries coffee variety pack: Berries & Cream, White Chocolate strawberry, Blueberry Shortcake, Chocolate Blueberry, Cinnamon Blueberry and our favorite coffee Blueberry Cobbler. KEURIG COMPATIBLE PODS: Our coffee pod variety pack is compatible with any coffee machine that brews blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Green Mountain. PERFECT FOR ICED COFFEE: Our blueberries coffee and the rest of our flavored cups are made with 30% more coffee than the average kcup. Our coffee flavored pods allow you to brew an incredible iced coffee with more flavor than ever before. TOP QUALITY INGREDIENTS: Each of our variety pack coffee pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. This medium roast is sugar free with ZERO calories, so you can indulge in our sweet blurberry coffee guilt free",{'Size': '24 Count (Pack of 1)'},4.3 out of 5 stars,22847 ratings
B00K2RY41M,Crazy Cups Flavored Coffee Pods Variety Pack Fully Compatible With All Keurig Flavored K Cups Brewers Coffee Sampler 40 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Pod', 'Flavor': 'Premium Flavored Coffee Variety', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"40 UNIQUE FLAVORS WITH ZERO DUPLICATES! Get 40 individual flavored coffee pods from the top brands in the industry. Including Moose Munch, Pioneer Woman, Crazy Cups, Guy Fieri, Double Donut, and So Much More TRY A NEW FLAVOR EVERYDAY - Our Flavored Coffee Variety Pack includes so many fun flavors, Chocolate, Caramel, Pecan, Pumpkin Spice, Party Cake, French Vanilla, Hazelnut, and more WE INSPECT EVERY COFFEE POD - Before Packaging Any kcup we ensure each pod is fresh and in perfect condition. This ensures a fresh instant cup of coffee every time COMPATIBLE WITH ALL KEURIG K CUP BREWERS - Our sampler pack capsules are fully compatible With all Keurig Kcup Brewers, Including Keurig 2.0. K-Cup and Keurig are registered trademarks of Green Mountain. We are not affiliated with Green Mountain PERFECT GIFT FOR ANY COFFEE LOVER - Our Crazy Cups Flavored Cups Variety Pack is a Unique Coffee Present for any Occassion. With so many fun unique flavors these guaranteed to be crowd-pleasers at any dinner, birthday, or office holiday party",{},4.6 out of 5 stars,-50826
B01FY24TCI,Skinnygirl Coffee Pods Americano Espresso Roast Coffee Single Serve Coffee for Keurig K Cups Brewers Cafe Americano Bulk Coffee 48 Count,{'Label not found': '1'},"{'Brand': 'Skinnygirl', 'Item Form': 'Capsule', 'Flavor': 'Americano', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Dark Roast'}",{},"BIG BOLD DARK ROAST FLAVORS: A brilliantly robust and full-bodied espresso-style dark roast that doesn't hold back when it comes to flavor. Our espresso americano blend is the perfect coffee to start your day DRINK WITH CONFIDENCE: Skinnygirl espresso roast pod selections are gluten free and contain no artificial sweeteners. Do your body right and enjoy this sugar free coffee without any of the guilt 100% ARABICA COFFEE: Our Americano espresso pods are made with premium Arabica coffee beans delivering an espresso coffee roast with smooth bold flavor. Pour our cafe americano over ice for a delicious iced coffee RAINFOREST ALLIANCE CERTIFIED: We source our americano coffee exclusively from farms which adhere to a high standard of environmental, social, & economic conduct. Enjoy our americano pods knowing you're supporting ethical practices COMPLETELY RELIABLE: Our caffe americano pods are compatible with coffee machines that brew k cup americano including the Keurig 2.0 brewer; K cups is a registered trademark of Keurig. Not affiliated with Keurig",{},4.3 out of 5 stars,108 ratings
B084ZTWZ6L,Double Donut Donut Shop Coffee Pods Coffee Pods Donut Shop Medium Roast Blend Single-Serve Pods for Keurig K Cup Brewer Machines 80 Count Value Pack,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Donut Shop', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},,{},4.3 out of 5 stars,5814 ratings
