ASIN,Title,Drop Down,Product Details,Glance Icon Details,Description,Option,Rating,Review Count
B0C3JFQ3BF,Crazy Cups Flavored Ground Peppermint Coffee Peppermint Mocha Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee 3 Pack,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Pepperment Mocha', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"PEPPERMINT MOCHA MAGIC: Delight in the blissful fusion of rich chocolate and cool peppermint in our Peppermint Mocha coffee. Every sip is a festive treat, turning your coffee breaks into a magical holiday experience. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
B0CSC35MSL,Crazy Cups Decaf Flavored Ground Coffee Decaffeinated Coconut Caramel Coffee For Brewing Flavored Hot or Iced Decaf Caramel Coffee 10oz,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Decaf Coconut Caramel', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"RELAXING TROPICAL RETREAT IN DECAF: Enjoy the serene flavors of coconut and caramel in a decaf coffee that transports you to a relaxing retreat, perfect for evening sipping without the caffeine kick. DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh decaf coconut ground coffee that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted caramel coffee specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1650 ratings
B00M4WC8K2,EKOCUPS Organic Mexican Roast Coffee Pods Extra 30% More Coffee Per Cup Artisan Fair Trade Dark Roast Mexican Roast Coffee for Keurig K Cup Machines Recyclable Pods 40 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Mexican Roast', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Dark Roast'}",{},"MEXICAN COFFEE: Our Mexican coffee delivers an earthy nutty & a subtle spicy flavor. Enjoy the crisp finish of this medium bodied Mexican gourmet coffee dark roast selection. It's an organic coffee dark roast blend you can enjoy every morning MORE COFFEE: EKOCUPS offers you 30% more coffee in each Mexican coffee gourmet selection for a richer bolder taste. Our coffee pods dark roast blends are certified US Organic & Fair Trade so you can enjoy our gourmet coffee pods with peace of mind! QUALITY INGREDIENTS: EKOCUPS coffee beans are expertly roasted delivering bold & robust dark roast coffee pods. Our organic coffee capsules are Kosher, Pareve, Vegan, & Keto friendly. Enjoy the subtle hints of cinnamon in our sugar free coffee ECO-FRIENDLY: Our organic coffee pods single serve capsules for Keurig Machines are packaged in recyclable capsules. Enjoy our dark roast pods hot or as an iced coffee. Indulge in our coffee organic dark roast blends while doing right by mother nature. COMPATIBLE WITH KEURIG BREWERS: Our single serve coffee pods are compatible coffee machine that brew Mexican Coffee K Cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain.",{},4.4 out of 5 stars,1266 ratings
B0C3B6MWYJ,"Crazy Cups Flavored Ground Decaf Chocolate Coffee, Decaffeinated Chocolate Raspberry Coffee in 10 oz Bag, For Brewing Flavored Hot or Iced Coffee, (Pack of 3)",{},{},{},No Description,{},,
B00M4WC870,EKOCUPS Organic Hazelnut Flavored Coffee Pods Artisan Fair Trade Hazelnut Coffee for Keurig K Cup Machines Recyclable Pods 40 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Pods', 'Flavor': 'Hazelnut', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"HAZELNUT COFFEE: Our artisan roasted hazelnut coffee offers a a sweet & bright flavor. Enjoy the crisp finish of this medium-bodied coffee pod hazelnut selection. It's a coffee gourmet medium roast blend you can enjoy every morning! COFFEE PODS FOR KEURIG: Our single serve coffee pods are compatible with coffee machines that brew organic K Cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain MORE COFFEE: EKOCUPS offers you 30% more coffee in each coffee hazelnut selection for a richer bolder taste. Our coffee pods hazelnut blends are certified US Organic & Fair trade so you can enjoy our gourmet coffee pods with peace of mind! QUALITY INGREDIENTS: EKOCUPS coffee beans are expertly sourced and roasted delivering bold and robust coffee flavor. Our organic coffee capsules are Kosher, Pareve, Vegan, and Keto friendly. Enjoy our sugar free coffee with out the guilt! ECO-FRIENDLY: Our organic fair trade coffee k cups for Keurig Machines are packaged in recyclable capsules. Enjoy our bold flavored pods hot or as an iced coffee. Indulge in our coffee k pods while doing right by mother nature.",{},4.3 out of 5 stars,944 ratings
B01MAYUA7J,EKOCUPS Organic Espresso Roast Coffee Pods Extra 30% More Coffee Per Cup Artisan Fair Trade Dark Roast Espresso Coffee for Keurig K Cup Machines Recyclable Pods 40 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Pods', 'Flavor': 'Espresso', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Dark Roast'}",{},"Using cool-peel-recycle technology, allowing our plastic cups to be recyclable by removing the lid and filter after brewing and recycling the cup Complex and smoky, dark caramel syrupy, rich body, intense finish Works with all Keurig K cup brewers including the new Keurig 2.0 brewer",{},4.4 out of 5 stars,1266 ratings
B0C3LZQ4N8,Crazy Cups Flavored Ground Decaf Christmas Coffee Decaffeinated White Christmas Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 3),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Decaf White Christmas', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"DECAF WHITE CHRISTMAS: Immerse in the magic of a frosty winter morning with our Decaf White Christmas coffee. Perfect for those who want to enjoy the holiday season's delights without the caffeine, this brew is a heartwarming treat. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.6 out of 5 stars,1650 ratings
B00UXNNF06,EKOCUPS Organic and Fair Trade Gourmet Coffee Single Serve Cups for Keurig Brewer 20 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'K Cups', 'Flavor': 'Fair Trade Gourmet', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Dark Roast'}",{},"Works with all Keurig K cup Brewers including the new Keurig 2.0 brewer 13 grams of coffee packed into our EKOCUPS, 30 percent more coffee per cup than the average brand of single serve cups for a richer cup of coffee that just tastes better; Cool Peel Recycle cups USDA Certified, Fair Trade and Organic Coffee contains no Gluten or Lactose, OU Kosher and Vegan; Using cool-peel-recycle technology, allowing our plastic cups to be recyclable by removing the lid and filter after brewing and recycling the cup A 20 Count Variety Pack Sampler of EKOCUPS includes Coffee, Decaf and Flavored Coffee Organic Fair Trade Gourmet Recyclable Single serve cups EKOCUPS has no affiliation with Keurig, Green Mountain or K-Cup; K-Cup is registered trademark of Keurig and/or Green Mountain",{},4.3 out of 5 stars,944 ratings
B0C3LZDH68,Crazy Cups Decaf Flavored Holiday Ground Coffee Variety Pack Includes Decaffeinated Holiday Spice White Christmas Caramel Eggnog in 10 oz Bags 3 Pack,{'Label not found': '1'},"{'Flavor': 'Decaf Seasonal Variety Pack', 'Brand': 'Crazy Cups', 'Item Weight': '10 Ounces', 'Specialty': 'Gluten Free, Kosher Certified, Lactose Free, Sugar Free, Vegan', 'Unit Count': '36.48 Ounce', 'Number of Items': '1', 'Package Weight': '1.01 Kilograms', 'Package Information': 'Pouch', 'Number of Pieces': '3', 'UPC': '810086996001'}",{},"HOLIDAY FLAVORS TO SAVOR: Our Decaf Holiday Variety Pack includes Holiday Spice, White Christmas, and Caramel Eggnog Coffee. Savor the taste of the season without stepping out, its rich flavor profile will make you feel you're enjoying a holiday special at your favorite café. MULTIPLY THE JOY: Our decaf coffee variety pack offers a taste of multiple flavors in one pack. Whether you want the comforting Holiday Spice, the cool White Christmas, or the creamy Caramel Eggnog, we've got you covered! NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,-1995
B0719WXRH8,Decaf Flavored Coffee Variety Pack - 6 Traditional Flavors (Caramel Swirl Hazelnut Glazed Donut Mocha Nut Fudge Vanilla Bean and Cinnamon Bun) for Keurig K Cups Coffee Makers - 72 Count,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Decaf Variety Pack', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"Better Choice: Double Donut capsules are Recyclable perfect for use with both the 1.0 and 2.0 Keurig K-Cup brewer. Please help stop the proliferation of non-recyclable capsules Double Donut Decaf Flavored coffee Made with high-quality Arabica Coffee beans for true, rich flavor. All of the cups are enhanced with flavors such as Vanilla Bean, Hazelnut, Mocha, Glazed Donut and more. It is time to enjoy same good coffee flavors without the side effect of the caffeine. Double Donuts coffee Variety pack of Decaf Flavored coffee is certified Kosher and Gluten Free, and great as a gift for the holiday. Best Choice variety pack! This great Decaf Flavored Coffee Variety Pack from Double Donut Coffee contains 6 flavors: Caramel Swirl, Mocha Nut Fudge, Cinnamon Bun, Vanilla Bean, Hazelnut and Glazed Donut. Double Donut Coffee has no affiliation with Keurig or K-Cup. Keurig and K-Cup are registered trademarks of Keurig and Green Mountain",{},4.3 out of 5 stars,-5651
B0CRJX1C37,Crazy Cups Decaf Chocolate Lovers Ground Coffee Variety Pack 3 Pack Decaf Chocolate Flavored Ground Coffees Includes Death By Chocolate Peppermint Chocolate Mocha Chocolate Raspberry 10 oz bags,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Decaf Chocolate lovers Variety Pack', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"TREAT YOUR CHOCOLATE SIDE - Enjoy our top Decaf chocolate ground coffee flavors in one box, with Peppermint Chocolate Mocha, Death By Chocolate and Chocolate Raspberry. It also makes a perfect gift for any occasion. DELICIOUS DECAF FLAVORED COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,-1643
B0C2FSH551,Crazy Cups Decaf Spiced Gingerbread Flavored Coffee Pods Decaf Holiday Coffee Single Serve Coffee for Keurig K Cups Machines Medium Roast Coffee 22 Count,{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Spiced Gingerbread', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Nothing says the holidays like a spiced gingerbread cookie. Now you can enjoy the flavor of gingerbread decaf coffee this holiday season. Indulge in the holiday aromas of cinnamon and ginger with our holiday blend coffee MORE COFFEE - Our flavored decaf coffee pods have 30% more coffee than average decaf flavored kcups. Savor the holiday flavor of our gingerbread cookie coffee. Enjoy hot or as an iced coffee! Spice it up by adding a cinnamon stick to this holiday blend coffee ECO-FRIENDLY: Crazy Cups holiday coffee pods are packaged in recyclable capsules. Our coffee pods flavored with natural ingredients are made with 100% Arabica beans. Rest assured, you’ll enjoy gingerbread coffee flavor while doing right by mother nature TOP QUALITY INGREDIENTS: Our cookie flavored coffee pods are gluten free, lactose free, vegan, kosher, pareve, & keto friendly! Enjoy this Christmas blend coffee without any of the guilt. Savor this sugar free coffee and get yourself in the holiday spirit COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve coffee blends are compatible with coffee machines that brew christmas coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{'Size': '22 Count (Pack of 1)'},4.5 out of 5 stars,3564 ratings
B0CRJX1N4M,Crazy Cups Chocolate Lovers Ground Coffee Variety Pack 3 Pack Chocolate Flavored Ground Coffees Includes Death By Chocolate Peppermint Chocolate Mocha Chocolate Raspberry 10 oz bagsPack of 3,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': ""Chocolate Lover's Variety Pack"", 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"TREAT YOUR CHOCOLATE SIDE - Enjoy our top chocolate ground coffee flavors in one box, with Peppermint Chocolate Mocha, Death By Chocolate and Chocolate Raspberry. It also makes a perfect gift for any occasion. DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.4 out of 5 stars,-1312
B0CT685M7H,Crazy Cups Decaf Flavored Ground Coffee Decaffeinated Caramel Truffle Sundae Coffee For Brewing Flavored Hot or Iced Decaf Caramel Coffee 10oz,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Decaf Caramel Truffle Sundae', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"DECAF DELIGHT WITH FULL FLAVOR: Enjoy the full-bodied rich flavors of caramel truffle in a decaf option, allowing you to indulge any time of the day or night without impacting your sleep cycle. DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh decaf caramel ground coffee that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted caramel coffee specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1650 ratings
B0C3LSRGH4,Crazy Cups Flavored Ground Decaf Eggnog Coffee Decaffeinated Caramel Eggnog Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 3),{'Label not found': '1'},"{'Flavor': 'Decaf Caramel Eggnog', 'Brand': 'Crazy Cups', 'Item Weight': '10 Ounces', 'Specialty': 'Kosher Certified', 'Unit Count': '36.48 Ounce', 'Number of Items': '3', 'Package Weight': '1.02 Kilograms', 'Package Information': 'Pouch', 'Number of Pieces': '3', 'Global Trade Identification Number': '10810086995957'}",{},"DECAF CARAMEL EGGNOG: Experience the sweet creaminess of eggnog and rich caramel notes in our Decaf Caramel Eggnog coffee. Perfect for cozy holiday nights, this brew offers all the indulgence, minus the caffeine. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1650 ratings
B089QX6R59,"Organic Italian Roast Coffee Pods, Extra 30% More Coffee Per Cup, Artisan Fair Trade Dark Roast, Italian Roast Coffee for Keurig K Cup Machines, Recyclable Pods, 40 Count",{},{},{},No Description,{},,
B09QBP79LT,Crazy Cups Decaf Chocolate Coffee Pods 72 Count Variety Pack Dark Roast Compatible with Keurig K Cup Machines Vegan Gluten Free Kosher Certified,{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Chocolate Lovers Variety Pack', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Dark Roast'}",{},"ALWAYS LOOKING OUT FOR YOU - As a decaf coffee drinker who likes trying new flavors, we know there aren't many options. So we set out to create unique decaf variety packs so you can try new flavors. If you like chocolate coffee, this one's for you. YOUR FAVORITE CHOCOLATE DECAF COFFEES IN ONE BOX - Chocolate lovers variety pack includes: Death By Chocolate, Chocolate Glazed Donut, Peppermint Chocolate Mocha, Chocolate Coconut Dream, Chocolate Raspberry Truffle and Chocolate Peanut Butter Cup. MORE COFFEE EQUALS MORE CHOCOLATE - Our Chocolate coffee pods contain 30% more coffee than other chocolate k cups, so you get more of the chocolatey goodness you love. Be transported to chocolate heaven where even the decaf coffee comes in chocolate. MADE FROM 100% ARABICA COFFEE BEANS - We only source the finest arabica coffee beans and flavor each pod without any added sugar, gluten, or lactose. All of our coffee pods are vegan, kosher, and pareve COMPATIBLE WITH KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews chocolate k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{'Size': '72 Count (Pack of 1)'},4.5 out of 5 stars,3564 ratings
B00M4WCLJ0,EKOCUPS Organic Swiss Water Decaf Medium Roast Coffee Pods 30% More Coffee Per Cup Fair Trade Decaffeinated Coffee for Keurig K Cup Machines Recyclable Pods 40 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Decaf Medium', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"ORGANIC DECAF COFFEE PODS: Our decaf coffee delivers a bold flavor you can enjoy any time of day. This decaf single serve coffee delivers a medium body & smooth finish. *NOTE tasting notes of raspberry & dried fruit are NOT flavors but secondary notes SWISS WATER DECAFFEINATED COFFEE: Our decaf coffee pods are swiss water processed meaning the caffeine is removed through a chemical free process ensuring flavor is retained. Our organic water process decaf coffee is also vegan, kosher, & sugar free! MORE COFFEE: Our coffee pods decaf blends are made with 30% more coffee making them perfect for decaffeinated iced coffee. Pour our organic fair trade coffee over ice, add creamer, & sweetener, & enjoy! ECO-FRIENDLY Our coffee pods for keurig decaf blends are made with 100% arabica beans delivering rich, bold, smooth flavor. Our decaf coffee kpods are also packaged in recyclable materials so you can enjoy k decaf coffee while doing right by nature COMPATIBLE WITH KEURIG BREWERS Our decaf coffee single serve pods are compatible with coffee machines that brew Decaf K Cups including Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{},4.5 out of 5 stars,1266 ratings
B07VN6F4FZ,Crazy Cups Decaf Flavored Ground Coffee Caramel Vanilla in 10 oz Bag For Brewing Flavored Hot or Iced Decaf Coffee,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Decaf Caramel Vanilla', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"CARAMEL VANILLA: Creamy, Sweet Vanilla + Decadent Caramel from Crazy Cups. You do the math. DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for without keeping you up at night. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,2002 ratings
B07NPX6TX6,Crazy Cups Flavored Coffee Pods Decaffeinated Death by Chocolate Coffee Single Serve Hot or Iced Medium Roast Coffee for Keurig K Cups Machines 80 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Death By Chocolate', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"80 PACK OF DEATH BY CHOCOLATE FLAVORED COFFEE PODS - 80 Individual Coffee Capsules of our fan favorite Death By Chocolate. One sip and you're in cholate nirvana! CALORIE & SUGAR FREE - Get all that amazing chocolate flavor without any added sugar or calories! GET 35% MORE COFFEE IN EVERY CUP - 13 grams of coffee per pod. Most k cups only include 10 grams per cup! More coffee, more chocolate flavor, at a better price! MADE FROM 100% ARABICA COFFEE BEANS - We only Source the Finest Arabica Coffee Beans and Flavor Each Pod Without Any Added Sugar, Gluten, or Lactose. All of Our Coffee Pods Are Vegan, Kosher, and Pareve COMPATIBLE WITH ALL KEURIG K CUP BREWERS - all of our coffee pods will work perfectly in your favorite Keurig K Cups machine, including Keurig 2.0 the only exception is the Keurig Vue. K Cup, Green Mountain and Keurig are registered trademarks of Green Mountain and Keurig. We have no affiliation with Keurig and Green Mountain.",{},4.5 out of 5 stars,5033 ratings
B01N1A4MMW,Flavored Coffee Pods Variety Pack for Keurig K Cups Brewers Assorted Flavored Coffee Sampler 40 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Flavored Coffee Variety', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"40-count variety pack of Crazy Cups flavored coffee pods compatible with Keurig K-Cup brewers Includes top coffee brands like Skinnygirl, Guy Fieri, Crazy Cups, Moose Munch & more Fun flavors like Death by Chocolate, French Vanilla, Hazelnut, Pumpkin Spice & more Gluten-free, vegan & kosher coffee pods with zero calories per serving Carefully inspected & individually packaged to ensure freshness",{},4.4 out of 5 stars,50872 ratings
B0CT5VVLH4,Crazy Cups Flavored Ground Coffee Buttery Maple Pecan Coffee For Brewing Flavored Hot or Iced Pecan Coffee 10oz,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Buttery Maple Pecan', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"CAPTURE THE ESSENCE OF AUTUMN: Embrace the cozy warmth of autumn anytime with the inviting flavors of buttery maple and toasted pecans in this richly aromatic coffee, evoking the feeling of fall mornings. DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh maple pecan ground coffee that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted maple coffee specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
B075KMH3M5,Perfect Samplers Extra Caffeine Extra Bold Coffee Single Serve Cups for Keurig K Cup Brewers 1.0 & 2.0 Variety Pack Sampler (50Count),{'Label not found': '1'},"{'Brand': 'Perfect Samplers', 'Item Form': 'Pods', 'Flavor': 'Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"HUGE 50 PACK OF HIGH CAFFEINE COFFEE PODS FROM THE TOP BRANDS - Sample 6 Different Brands including Cake Boss, Guy Fieri, Double Donut and Shock. GET 2X THE CAFFEINE IN A SINGLE SERVING - Sometimes We All Need an Extra Boost, Now Get it in a Simple Cup of Coffee. EXTRA BOLD FLAVOR - These Coffee Pods We're Carefully Roasted to Give You That Bold Flavor Without the Harsh Bitterness INDIVIDUALLY PACKAGED AND INSPECTED BEFORE EVERY SHIPMENT - All of our Sampler Packs have Been Carefully Inspected to Ensure Each Coffe Pod is Fresh and in Perfect Condition. Due to the vast variety of our sampler pack the combination of blends is subject to change. COMPATIBLE WITH ALL KEURIG K CUP BREWERS - Our Sampler Pack Capsules are 100% Compatible With all Keurig Kcup Brewers, Including Keurig 2.0. K-Cup and Keurig are registered trademarks of Green Mountain. We are not affiliated with Green Mountain.",{},4.7 out of 5 stars,-5665
